"Satisfacao","Genero","Tipo","Distancia","WiFi","Comida_Bebida","Limpeza"
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",1033,3,5,5
"Satisfeito","Feminino","Cliente Fiel",1909,4,4,4
"Satisfeito","Masculino","Cliente Fiel",948,4,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",569,4,5,1
"Satisfeito","Feminino","Cliente Nao Fiel",337,4,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",230,1,2,1
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",282,1,1,1
"Satisfeito","Feminino","Cliente Nao Fiel",397,5,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",948,2,2,2
"Satisfeito","Masculino","Cliente Nao Fiel",1047,0,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",300,3,4,4
"Satisfeito","Masculino","Cliente Fiel",1839,4,4,4
"Satisfeito","Feminino","Cliente Fiel",2892,4,2,4
"Satisfeito","Feminino","Cliente Fiel",2875,3,5,4
"Satisfeito","Masculino","Cliente Fiel",1521,5,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",280,2,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",2267,3,3,4
"Satisfeito","Feminino","Cliente Fiel",3811,4,2,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",957,1,1,1
"Satisfeito","Feminino","Cliente Nao Fiel",989,5,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",926,2,4,4
"Satisfeito","Feminino","Cliente Fiel",1940,2,2,3
"Satisfeito","Feminino","Cliente Fiel",2072,1,3,5
"Satisfeito","Masculino","Cliente Fiel",1961,1,5,5
"Satisfeito","Masculino","Cliente Fiel",472,5,4,4
"Satisfeito","Masculino","Cliente Fiel",473,5,3,5
"Satisfeito","Masculino","Cliente Nao Fiel",577,4,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",411,4,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",266,3,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",612,2,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",604,4,2,2
"Satisfeito","Masculino","Cliente Fiel",1927,5,5,3
"Satisfeito","Masculino","Cliente Fiel",2552,5,5,5
"Satisfeito","Feminino","Cliente Nao Fiel",601,4,2,2
"Satisfeito","Feminino","Cliente Fiel",3187,2,3,5
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",584,3,2,2
"Satisfeito","Feminino","Cliente Fiel",521,4,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",86,1,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",451,2,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",489,3,5,5
"Satisfeito","Masculino","Cliente Fiel",2248,2,5,3
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",526,1,4,4
"Satisfeito","Feminino","Cliente Fiel",883,3,5,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",369,2,1,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",999,2,1,1
"Satisfeito","Masculino","Cliente Nao Fiel",1061,3,3,3
"Satisfeito","Masculino","Cliente Fiel",3133,0,3,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",3476,1,2,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",787,2,1,1
"Satisfeito","Masculino","Cliente Fiel",717,5,3,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",280,2,3,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",460,2,2,2
"Satisfeito","Masculino","Cliente Fiel",427,5,4,3
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",458,2,2,2
"Satisfeito","Feminino","Cliente Fiel",763,2,2,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",222,2,3,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",374,1,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",395,2,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",200,4,5,5
"Satisfeito","Feminino","Cliente Fiel",948,2,5,3
"Satisfeito","Masculino","Cliente Fiel",2263,4,3,5
"Satisfeito","Masculino","Cliente Fiel",2832,2,3,5
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",317,2,5,5
"Satisfeito","Masculino","Cliente Nao Fiel",272,4,5,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",547,3,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",259,2,1,1
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",101,3,1,1
"Satisfeito","Feminino","Cliente Fiel",2131,2,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",308,1,1,4
"Satisfeito","Masculino","Cliente Fiel",500,3,2,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",2454,4,4,4
"Satisfeito","Feminino","Cliente Fiel",402,1,5,3
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",234,1,3,3
"Satisfeito","Masculino","Cliente Fiel",2288,5,3,3
"Satisfeito","Feminino","Cliente Fiel",2632,1,3,4
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",2295,4,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",130,2,5,5
"Satisfeito","Masculino","Cliente Fiel",3288,5,2,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",67,4,5,3
"Satisfeito","Masculino","Cliente Fiel",259,4,5,5
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1724,4,5,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",680,4,3,3
"Satisfeito","Masculino","Cliente Fiel",3616,3,3,5
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",834,2,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",628,1,2,5
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",1372,4,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",920,4,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",867,3,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",268,1,2,3
"Satisfeito","Masculino","Cliente Fiel",1897,4,5,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",859,3,1,1
"Satisfeito","Masculino","Cliente Fiel",1440,4,5,4
"Satisfeito","Masculino","Cliente Nao Fiel",1299,4,3,3
"Satisfeito","Masculino","Cliente Fiel",1562,1,4,4
"Neutro ou Insatisfeito","Feminino","Cliente Nao Fiel",270,4,3,3
"Satisfeito","Feminino","Cliente Fiel",919,2,2,4
"Satisfeito","Masculino","Cliente Fiel",2889,3,5,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",3206,2,1,2
"Satisfeito","Feminino","Cliente Fiel",631,5,5,2
"Satisfeito","Feminino","Cliente Fiel",2901,2,4,5
"Satisfeito","Masculino","Cliente Fiel",866,1,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",666,3,3,3
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",583,3,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",1041,4,2,2
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",1608,3,4,4
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",2041,4,5,4
"Satisfeito","Feminino","Cliente Fiel",719,3,5,4
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",130,2,2,2
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",240,3,3,3
"Neutro ou Insatisfeito","Feminino","Cliente Fiel",3617,4,1,2
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",525,1,1,1
"Satisfeito","Feminino","Cliente Fiel",3924,5,5,5
"Satisfeito","Masculino","Cliente Fiel",2671,2,3,5
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",647,2,5,5
"Satisfeito","Feminino","Cliente Fiel",261,5,4,5
"Satisfeito","Feminino","Cliente Nao Fiel",591,0,1,1
"Neutro ou Insatisfeito","Masculino","Cliente Fiel",1598,1,1,2
"Neutro ou Insatisfeito","Masculino","Cliente Nao Fiel",304,2,2,2
"Satisfeito","Masculino","Cliente Fiel",762,4,4,4
